Offering Dept,Subj Area,Catalog,Course Title,Course Description,Total Credits,Component,Session,Section,Class Cap,Class Waitlist Cap,Primary,Secondary,Class(es) Per Week,Minutes Per Session,Final Exam,Pass/Fail Conversion ,Instructor Name,Additional Information
CHEMISTRY,CHEM,233,Molecular Spectroscopy,"Determining the structure of organic compounds by using spectroscopic techniques is an important part of the modern day research and
development. This course is designed to enable the students to understand the concepts of spectroscopy-based techniques. These concepts will
then be applied to solve problems related to the structure elucidation of organic compounds. We will discuss theories and principles underlying
the development of modern spectroscopic techniques and then focus on the application in determining the structure of organic compounds.",3.00,LEC,16W,S1,20,10,Yes,No,2,75,Yes,Not Allowed,"Saeed,Muhammad","Please keep this course clash free with all CHEM 503, CHEM 511, CHEM 513, CHEM 515, CHEM 523, CHEM 533 & CHEM 711 level courses."
CHEMISTRY,CHEM,251,Biochemistry,"The Biochemistry sophomore course is designed to provide undergraduate students an understanding of fundamental concepts in Biochemistry. Students will learn molecular mechanisms underlying biological processes, fundamental principles that drive biochemical reactions, molecular organization starting with themonomeric subunits, structures and how structure relates to function, different techniques in studying structural properties and finally the metabolic pathways of biological system.",3.00,LEC,16W,S1,15,0,Yes,No,2,75,Yes,Not Allowed,"Nasim,Faiz Ul Hassan",
CHEMISTRY,CHEM,311,Chemical Thermodynamics,"This course deals primarily with the equilibrium properties of macroscopic systems. Four thermodynamics laws are discussed and calculations
involving work, heat, internal energy, heat capacities, enthalpy, entropy, the Gibbs function and chemical potentials are performed. Fundamental
thermodynamic equations and Maxwell relations are discussed. It also covers phase equilibria of single and two component systems, ClausiusClapeyron equation, ideal/non-ideal solutions, colligative properties. It includes discussions on chemical equilibria of reactions in gas and solution
phases and effects of temperature and pressure on equilibrium compositions. Statistical thermodynamics is also introduced in the last few
lectures.",3.00,LEC,16W,S1,50,10,Yes,No,2,75,Yes,Not Allowed,"Sher,Falak","Please make sure not to schedule this course during 1-3PM
Instructor Consent is required for students who have failed CHE 210 and want to enroll in CHEM 311."
CHEMISTRY,CHEM,313,Special Topics in Physical Chemistry,"This course will expose students to core concepts in physical chemistry building on the fundamentals covered in earlier courses.
The course extends the understanding of these core concepts to the areas of chemical kinetics, electrochemical characterization,
and statistical thermodynamics.",3.00,LEC,16W,S1,20,10,Yes,No,2,75,Yes,Not Allowed,"Noshear Arshad,Salman",
CHEMISTRY,CHEM,320,Inorganic Chemistry Lab,"This laboratory course aims to develop skills for the synthesis and characterization of inorganic compounds and materials. Additionally, qualitative
and quantitative analysis of some inorganic ions is included. Development of various experimental skills for instance, handling of air/moisture
sensitive reactions, use of high temperature furnaces, running homogeneous catalytic reactions, use and interpretation of uv-vis, NMR and X-ray
Powder Diffraction (PXRD) will be targeted. Students will synthesize and characterize main group/transition metal compounds including those
relevant to bioinorganic and nanochemistry. Metal complexes with various ligands will be synthesized to evaluate the ligand field strengths. At
least one organometallic catalyst will be prepared and its use in organic synthesis/catalysis will also be demonstrated.",2.00,LAB,16W,L1,15,5,Yes,No,1,150,No,Not Allowed,"Zaheer,Muhammad",
CHEMISTRY,CHEM,320,Inorganic Chemistry Lab,"This laboratory course aims to develop skills for the synthesis and characterization of inorganic compounds and materials. Additionally, qualitative
and quantitative analysis of some inorganic ions is included. Development of various experimental skills for instance, handling of air/moisture
sensitive reactions, use of high temperature furnaces, running homogeneous catalytic reactions, use and interpretation of uv-vis, NMR and X-ray
Powder Diffraction (PXRD) will be targeted. Students will synthesize and characterize main group/transition metal compounds including those
relevant to bioinorganic and nanochemistry. Metal complexes with various ligands will be synthesized to evaluate the ligand field strengths. At
least one organometallic catalyst will be prepared and its use in organic synthesis/catalysis will also be demonstrated.",2.00,LEC,16W,S1,15,0,No,Yes,1,50,No,Not Allowed,"Zaheer,Muhammad",
CHEMISTRY,CHEM,324,Inorganic Chemistry I,"Inorganic chemistry is generally known as the chemistry of elements other than carbon, but more accurately, it is the chemistry of all the elements and molecules excluding hydrocarbon-based rings and chains. This course will provide a thorough introduction to modern inorganic chemistry. The topics covered will include bonding, trends in periodic properties, molecular symmetry and its relationship to spectra, acid-base & donor-acceptor chemistry, Solid state chemistry, chemistry of the main group elements, and coordination chemistry. Brief introduction of organotransition metal chemistry, catalysis, lanthanides & actinides, and bioinorganic chemistry will also be given if possible",3.00,LEC,16W,S1,30,0,Yes,No,2,75,Yes,Not Allowed,"Zaheer,Muhammad",
CHEMISTRY,CHEM,334,Advanced Organic Chemistry,"This course is designed to present the advanced concepts of the organic chemistry to understand more about the synthesis and reactivity of various classes of organic compounds. We will discuss the chemoselectivity, retrosynthetic analysis, rearrangement, asymmetric synthesis and synthesis and reactions of the classes of organic compounds like aromatic rings, aromatic heterocycles, electrophilic alkenes, organic compounds containing sulfur, boron, silicon and tin in more detail. The synthesis of natural products such as alkaloids, fatty acids, aromatic polyketides and terpenes mays also be discussed.",3.00,LEC,16W,S1,30,5,Yes,No,2,75,Yes,Not Allowed,"Zaib Saleem,Rahman Shah",
CHEMISTRY,CHEM,503,Experimental Methods in Chemical Research,"This laboratory course is designed to experimentally demonstrate chemical synthesis techniques/methodologies practicing safety rules and guidelines, and perform data analysis. Students will perform laboratory experiments carefully selected from a range of physical chemistry, inorganic/analytical chemistry and organic chemistry topics. Students will also be introduced to literature-searching techniques, error analysis and
report writing.",3.00,LAB,16W,L1,40,10,Yes,No,1,300,No,Not Allowed,Irshad  Hussain,
CHEMISTRY,CHEM,503,Experimental Methods in Chemical Research,"This laboratory course is designed to experimentally demonstrate chemical synthesis techniques/methodologies practicing safety rules and guidelines, and perform data analysis. Students will perform laboratory experiments carefully selected from a range of physical chemistry, inorganic/analytical chemistry and organic chemistry topics. Students will also be introduced to literature-searching techniques, error analysis and
report writing.",3.00,LAB,16W,L1,40,10,Yes,No,1,300,No,Not Allowed,"Zaheer,Muhammad",
CHEMISTRY,CHEM,503,Experimental Methods in Chemical Research,"This laboratory course is designed to experimentally demonstrate chemical synthesis techniques/methodologies practicing safety rules and guidelines, and perform data analysis. Students will perform laboratory experiments carefully selected from a range of physical chemistry, inorganic/analytical chemistry and organic chemistry topics. Students will also be introduced to literature-searching techniques, error analysis and
report writing.",3.00,LAB,16W,L1,40,10,Yes,No,1,300,No,Not Allowed,"Rehman,Habib-ur-",
CHEMISTRY,CHEM,503,Experimental Methods in Chemical Research,"This laboratory course is designed to experimentally demonstrate chemical synthesis techniques/methodologies practicing safety rules and guidelines, and perform data analysis. Students will perform laboratory experiments carefully selected from a range of physical chemistry, inorganic/analytical chemistry and organic chemistry topics. Students will also be introduced to literature-searching techniques, error analysis and
report writing.",3.00,LEC,16W,S1,40,10,No,Yes,1,50,No,Not Allowed,"Hussain,Irshad",
CHEMISTRY,CHEM,503,Experimental Methods in Chemical Research,"This laboratory course is designed to experimentally demonstrate chemical synthesis techniques/methodologies practicing safety rules and guidelines, and perform data analysis. Students will perform laboratory experiments carefully selected from a range of physical chemistry, inorganic/analytical chemistry and organic chemistry topics. Students will also be introduced to literature-searching techniques, error analysis and
report writing.",3.00,LEC,16W,S1,40,10,No,Yes,1,50,No,Not Allowed,"Zaheer,Muhammad",
CHEMISTRY,CHEM,503,Experimental Methods in Chemical Research,"This laboratory course is designed to experimentally demonstrate chemical synthesis techniques/methodologies practicing safety rules and guidelines, and perform data analysis. Students will perform laboratory experiments carefully selected from a range of physical chemistry, inorganic/analytical chemistry and organic chemistry topics. Students will also be introduced to literature-searching techniques, error analysis and
report writing.",3.00,LEC,16W,S1,40,10,No,Yes,1,50,No,Not Allowed,"Rehman,Habib-ur-",
CHEMISTRY,CHEM,511,Advanced Physical Chemistry I,"This core course overviews chemical thermodynamics with focus on the Zeroth, First, Second and Third laws of thermodynamics and how it relates to the equilibrium properties of macroscopic systems. Relations between the state functions that dictate the direction and extent of physical and/or chemical changes are discussed. Calculations involving work, heat, internal energy, heat capacities, enthalpy and entropy are discussed for various processes. Phase diagrams are for single-component systems are discussed using Clausius-Clapeyron equation. The second part of the course introduces quantum mechanics and solution of Schrodinger equation for simple systems. It discusses wave functions, radial
distribution functions, operators and eigenvalues, and how the position, momentum and energy of a particle are related with them in quantum mechanics. Periodic properties of elements are discussed in light of the electron-electron repulsion terms, radial distribution functions, the most probable radii, shielding and penetration, and the energies of orbitals.",3.00,LEC,16W,S1,30,5,Yes,No,2,75,Yes,Not Allowed,Falak  Sher,"Please make this course clash free with CHEM 233, & please make sure not schedule this course during 1-3PM."
CHEMISTRY,CHEM,513,Electrochemical Energy Storage and Conversion,Electrochemical Energy Storage and Conversion,3.00,LEC,16W,S1,25,0,Yes,No,2,75,Yes,Not Allowed,Ali  Rauf,Phase 2 and add/drop : Open CH-BS seniors and all Graduate students.
CHEMISTRY,CHEM,515,Polymer Science and Technology,"Polymers are at the heart of modern day science and technology innovations. For over a century, polymeric materials have been key contributors to the global socioeconomic development. Polymers are having revolutionizing impacts on a wide range of industries related to healthcare, renewable energy, electronics, textile, packaging, aerospace, automotive, and construction. The total global production of polymers was reported to be 322 million metric tons in the year 2015. Considering the importance of polymers, CHEM 515 is designed to be a comprehensive guide to the essential aspects of polymer science and technology. The contents of this course include introduction to different types of polymers, polymerization techniques, methods of controlling molecular architecture of polymers, synthesis of random and block copolymers, control of polymer reactivity and properties, structure-property relationships and techniques for polymer characterization. From application point of view, this course will highlight application of polymers as structural as well as functional elements in a wide range of endeavors addressing health, energy and environment related challenges. The course will also include understanding of molecular assembly of polymers at (molecular, nano, micro and macro levels), which is critical to their targeted application. Polymers are building blocks of life and have always been at the forefront of technological advancements. Understanding polymers is, therefore, essential to the training of science and engineering students.",3.00,LEC,16W,S1,50,10,Yes,No,2,75,Yes,Not Allowed,"Yameen,Basit",Phase 2 and add/drop: Open for all Seniors and Graduates.
CHEMISTRY,CHEM,523,Organotransition Metal Chemistry,"The main focus will be on organo-transition metal chemistry and catalysis. The following topics will be covered: Structure, bonding, synthesis, and characterization of organo-transition metal compounds, Reaction mechanisms, Ligand substitution reactions, oxidative addition and reductive elimination, insertion and elimination reactions, nucleophilic and electrophilic addition and abstraction, Carbenes, metathesis and polymerization, homogenous catalysis, activation of small molecules, heterogeneous catalysis. The applications of organo-transition metal chemistry in organic synthesis & industry will be highlighted. In addition, time permitting, brief introduction to the following topics: Green chemistry, Cluster and cage compounds, Biocoordination chemistry.

Teaching Methodology:
--------------------------------
>Teaching Methodology: synchronous or asynchronous or a blend of both  
>Lecture details: Percentage of recorded and live interaction lectures 
Live Interaction: 80-90%
Recorded: 10-20%

Grading Breakup and Policy:
--------------------------------------
Assignment(s): 0%; 2-3 Assignments will be given and will also be checked, however these will not contribute towards the final grade.
Home Work:10%. Each of you will be required to submit a review paper related to recent topics of interest related to organometallic chemistry. Topic of the review paper will be finalized after discussion with the instructor. Review paper should cite data from at least 10-20 papers published in top quality journals. Acceptable journals include Science, Nature, Angewandte Chemie International, ACS, RSC, & Wiley Journals. The review paper should be typed (12-point font, double line spacing) and should be of approximately 15-20 page length. Structures and tables in the paper should be drawn by the student him/herself using ChemDraw. Each student will also present 15-20 minutes presentation on a topic assigned to him/her/
Quiz(s): 15%: 5-7 quizzes will be given. All quizzes given will count towards this instrument of the grade. 
Class Participation: All students are strongly encouraged to actively participate in class discussions.
Attendance: Students are required to attend and actively participate in all the classes.
Midterm Examination: 35% (May break into two midterms)
Final Examination: 40% (this will be Comprehensive Final Exam covering all the concepts studied throughout this semester).
I may change the grading up to ±5%.",3.00,LEC,16W,S1,40,0,Yes,No,2,75,Yes,Not Allowed,"Chotana,Ghayoor Abbas",
CHEMISTRY,CHEM,533,Organic Spectroscopy,Spectroscopic techniques have attained important role the modern day chemistry in determining the structure of the organic compounds. This course is designed to introduce the theory of these spectroscopic techniques and then focus on the application of these techniques in solving the problems related to structure elucidation of the organic compounds.,3.00,LEC,16W,S1,40,10,Yes,No,2,75,Yes,Not Allowed,"Saeed,Muhammad",Please keep this course clash free with CHEM 233
CHEMISTRY,CHEM,711,Selected Topics in Physical Chemistry,"This core course overviews chemical thermodynamics with focus on the Zeroth, First, Second and Third laws of thermodynamics and how it
relates to the equilibrium properties of macroscopic systems. Relations between the state functions that dictate the direction and extent of
physical and/or chemical changes are discussed. Calculations involving work, heat, internal energy, heat capacities, enthalpy and entropy are
discussed for various processes. Phase diagrams for single-component systems are discussed using Clausius-Clapeyron equation. The second part
of the course introduces quantum mechanics and solution of Schrodinger equation for simple systems. It discusses wavefunctions, radial
distribution functions, operators and eigenvalues, and how the position, momentum and energy of a particle are related with them in quantum
mechanics. Periodic properties of elements are discussed in light of the electron-electron repulsion terms, radial distribution functions, the most
probable radii, shielding and penetration, and the energies of orbitals.",3.00,LEC,16W,S1,15,5,Yes,No,2,75,Yes,Not Allowed,Falak  Sher,
CHEMISTRY,CHEM,712,Quantum Chemistry and Spectroscopy,"This course will expose students to the core concepts in physical chemistry by building upon the fundamentals of undergrad and graduate courses. The course extends the understanding of these core concepts to the areas of quantum chemistry and spectroscopy.

Teaching Methodology:
-------------------------------
>Instructions Mode: In-person 
>Lecture details: In case of online, percentage of recorded and live interaction lectures

Grading break up:
------------------------
>Assignment(s) and Home Work: 0% (4-5 assignments and home works)
>Quiz(s): 20% ( 5-7 quizzes announced)
>Class Participation and Attendance: 5% ( 3-5 surprise quizzes ) Zero marks for >missing even a single surprise quiz!!
>Midterm Examination: 35%
Final Examination: 40%",3.00,LEC,16W,S1,20,0,Yes,No,2,75,Yes,Not Allowed,"Rehman,Habib-ur-",
HSS,CLCS,1122,The Art of Reading and Writing Urdu,"Urdu as a language has produced masterpieces in literary texts and also possesses the capacity to express and discuss higher academic and philosophical problems and concerns. The material that exists in the Urdu language in terms of its poetry, fiction: novel – short story, drama and critical and academic writings would validate this statement. However, many are not aware of this fact, especially students educated in modern school systems in Pakistan where Urdu is taught as a second language. A large segment of students in LUMS comes from this background. On the other hand, the public sector universities which possess established Urdu language departments have not yet been able to produce or prepare students, well equipped with modern tools and methods to explore and study literary tests of Urdu that could establish their literary and academic authenticity in the modern world academia.
Keeping this situation in view this course is designed to enhance the reading and writing skills of students who have a background of studying Urdu as a second language in schools, more commonly known as schools where the medium of instruction is English or those geared towards O and A level or IB programs.
To this end, the main emphasis would be on selected Urdu texts - journalistic, literary and academic- the close reading of which, with the help of modern hermeneutic tools, will bring students closer to the genius and delicacy of the Urdu language and its literature. Along with textual study, students will learn the basics of Urdu grammar, idioms, proverbs and phrases. This will extend their pool of Urdu vocabulary and develop their skills to appreciate any kind of Urdu text. 
Students would be enrolled through a selection process and only students with a weak background in Urdu would be enrolled in this course",4.00,LEC,16W,S1,20,0,Yes,No,2,100,Yes,Not Allowed,"Hussain,Zahid","Enrollment with instructor’s consent only, through force enrollment."
HSS,CLCS,1212,Elements of a Screenplay,"This course is for film lovers and filmmakers alike, as it focuses on discovering the many components of the document that serves as the blueprint for all your favorite films: the screenplay. Through careful study of screenplays and films, both short and feature length, live action and animation, students will learn to discern what great screenplays are made of by exploring screenplay elements such as plot, three act structure, experimental/non-linear narratives, script formatting, hero’s journey, genre conventions, character arcs as well as techniques for building effective drama, conflict, stakes, pacing, dialogue, scene and sequence design etc.

What makes a compelling cinematic story, and what keeps us glued to the screen? How do films manipulate, grab and hold our attention, and how much of its credit goes to the screenplay? To find out the answers we’ll turn to the masters of world cinema, watching movies in many languages by filmmakers such as Asghar Farhadi, Lee Chang Dong, Nuri Bilge Ceylan, Ritesh Batra, Ryusuke Hamaguchi, Denis Villeneuve, Bong Joon Ho, Coen Brothers, Ruben Ostlund etc. To inform our reading of these film’s screenplays and stories, we’ll read, watch and discuss craft essays and masterclasses by screenwriting teachers and playwrights such as David Mamet, Aaron Sorkin, Charlie Kaufman, Paul Schrader, Blake Snyder, John Truby, Syd Field and Robert Mckee. Their teachings will be used as framing lenses for our analysis of the screenplays and films we shall study in this class.",4.00,LEC,16W,S1,70,0,Yes,No,2,100,Take Home,All undergraduate students,"Lali,Usama Mumtaz","Phase 2: open for MGSHSS and SAHSOL (Law School) freshmen and sophomore students.
Add/drop: open to all first year and sophomore students.
5 seats reserved for force enrollment.

no clash with CLCS 2223
classrooms requirements: updated computer set up, access to media players, high-speed internet for streaming videos, proper projection system and effective speakers that are clearly audible for students in the back of the room."
HSS,CLCS,2116,Shahnameh: The Story of Our World,"Ferdowsi’s Shahnameh or the “Book of Kings” is an eleventh-century epic poem composed in Persian,
distinguished by perennial poise and majestic style. It tells the tales of kings, fighters, and noble men of bygone Persian empires, thus positing itself as both a history and a series of stories. The poem—considered the longest epic ever written—is venerated across the Persian-speaking world and beyond, where it has been ceremonially
read, memorized, performed and painted for many centuries now. This course, through a selection of stories from this great epic, intends to revive some of the immortal characters and events of Shahnameh in our collective consciousness and hopes to read its stories for their relevance to our times. Along with the textual close reading and deciphering the symbols embedded in Shahnameh’s poetic imagery, the course will also trace the wide range depiction of Shahnameh in the miniature art produced in Iran and the broader Indo-Persian world. The course will also pay a close attention to Shahnameh’s appreciation in the West and its deep influence on South Asian literatures.",4.00,LEC,16W,S1,50,0,Yes,No,2,100,Yes,All undergraduate students,"Fayyaz,Fatima","phase 2: open for First-year, sophomore and junior students in MGSHSS and SAHSOL
add/drop: open for All First-year, sophomore and junior students."
HSS,CLCS,2124,Naya Urdu Afsana,New and contemporary Afsana and Afsananigar.,4.00,LEC,16W,S1,50,0,Yes,No,2,100,Yes,Not Allowed,"Hassan,Zia ul","Phase 2: open for First-year, sophomore and junior students in MGSHSS and SAHSOL 
Add/drop: open for all First-year, sophomore and junior students.
Adjunct schedule class in 4pm-6pm slot"
HSS,CLCS,2223,Contemporary Screens: The Art of the Web Series,"This course will provide a thorough understanding of the skills and knowledge required for the production of television and web screen series. Starting with an analysis of the evolution of 21st Century broadcasting (Both local and International) - the course focuses on the creative forms and business of contemporary serialized content, notably high-end drama, new comedy and documentary for platforms like Netflix, Amazon Prime, Apple TV and YouTube along with local streaming platforms like Tapmad, See Prime, Pikture TV, etc. Specifically, this course will be an exploration of the stories and forms that are part of what is being called the new “Golden Age” of television worldwide. What kind of ideas and genres are most effective? How is a story or set of characters developed over individual episodes into a compelling whole? Through seminars, workshops, industry guests, case studies and industry research, students will be given a context through which they will create and produce their own drama or comedy web series, using the conventions of television including the writer’s room and creative chief – the showrunner. They will also learn how television production works and how to direct continuing characters and film within a tight schedule using two cameras, standing sets and the economies of recurring elements. By the end of this course students would have collaborated on the production of a television drama or comedy series and critically evaluated that process and product. This whole process will allow them to demonstrate an understanding of the roles and responsibilities required within television creative teams.",4.00,LEC,16W,S1,30,0,Yes,No,2,100,No,All undergraduate students,"Tabish Habib,Raja Mohammad","Enrollment with instructor’s consent only, through force enrollments
no clash with CLCS 1212, CLCS 3215
classroom requirement: updated computer set up, access to media players, high-speed internet for streaming videos, proper projection system and effective speakers that are clearly audible for students in the back of the room."
HSS,CLCS,2310,Fiction Writing Workshop,"“I’m looking for fiction that resembles the Thirty-Mile Woman from Toni Morrison’s Beloved: ‘She is a friend of my mind. She gather me, man. The pieces I am, she gather them and give them back to me in all the right order.’ I’m looking for fiction in which a heart struggles against itself, in which the messy unmanageable complexity of the world is revealed. Sentences that are so sharp they cut the eye.”—Junot Díaz This is the first of two writing workshops aimed at introducing students to fiction writing. We shall proceed from writing exercises designed to make students aware of specific elements in fiction (character, setting, voice, etc.) to producing full-length stories. The workshop will be in two parts: a. the writing exercises; and, b. writing full-length fiction. The main component, however, is the writing. We shall work as a group to critique fiction submitted by our peers and thereby try to develop a critical sense of what works in specific stories and what doesn’t—and most importantly, why, in each case, and how the weaknesses could be addressed. We will also spend considerable time editing and revising, which are integral to the writing process",4.00,LEC,16W,S1,15,0,Yes,No,2,100,No,Not Allowed,Bilal  Tanweer,"Enrollment with instructor's consent only,.through force enrollments"
HSS,CLCS,3124,Post-Colonial Thought in Urdu Literature,"Postcolonial theory aims to revisiting, reinterpreting and in most cases deconstructing and busting the myths about people, history, culture, languages, literature, arts etc. of colonized lands created by colonial masters during their rule as an essential part of the strategy to guard their precarious colonial hegemonic position, through thoroughly wrought out project of reform, development and enlightenment, disseminated by means of controlled press, new historiography, education system, legislation and construction of new identities and uncritically swallowed or resisted or consciously taken as the sole way of redemption by colonized people. Though in Urdu this theory was introduced just few years ago, it has spawned some enlightening works that seem to offer new yet convincing and decolonized image of literature produced during colonial and postcolonial eras. While having a cursory look at the trajectory of modern Urdu literature, we come across the fact that it has gone through many phases: it originates in late 19th century as part of grand project of reform, civilizing and enlightenment initiated by the British; earlier examples of modern-colonial Urdu literature have moral and national ethos contributing to construction of Muslim selfhood; in early 20th century we find themes of resistance against colonialism and European cavillation alike with strengthening monolith notion of Muslim selfhood. Partition causes displacement, migration, homelessness on one hand and tearing away cultural bonds between religiously-defined nation states once and for all. In postcolonial era monolithic notion of Muslim selfhood starts to be turning into fragmented one. A sort of clash of national narratives can be traced in Urdu literature written after partition. Fall of Dhaka testifies the fact. Nostalgia of abandoned places and reclamation of lost cultural artifacts become major themes of postcolonial modern Urdu literature. This course is designed to make students cognizant of and enabling them to see critically the developing phases of colonial and postcolonial Urdu literature.",4.00,LEC,16W,S1,40,0,Yes,No,2,100,Take Home,Not Allowed,"Abbas,Nasir","Phase 2: Open for sophomores, juniors and seniors MGSHSS and SAHSOL
Add/Drop: Open for All sophomores, juniors and seniors"
HSS,CLCS,3125,Marsiya: Anis and Dabir,"Marsiya is an elegiac poem to commemorate the martyrdom and valor of Hussain ibn-e Ali and his companions in the Battle of Karbala in 680 CE. Covering a wide range of emotional registers, the marsiya emerged as a distinctive genre of poetic expression in the nineteenth-century North India. What makes it unique is its fusion of epic and tragic narrative rendered as elegy. It became a powerful medium of artistic recitals and performing arts in India for its capacity to fuse together the intellectual, cultural, and devotional registers in the same verse.
Although marsiya can be traced back to its origins in Arabic and Persian literatures, it enjoyed an unparalleled literary prime and popularity in Urdu literature through the works of its two prime nineteenth-century exponents: Mir Babar Ali Anis (1802-1874) and Mirza Salamat Ali Dabir (1803-1875).
This course includes the study of the poetics of marsiya, its development in Urdu, and a survey of some of the major exponents of the marsiya. In addition, it focuses on the life and works of Anis and Dabir and their defining contributions in the development of this genre.",4.00,LEC,16W,S1,40,0,Yes,No,2,100,Take Home,Not Allowed,"Nizami,Ghulam Moeenuddin","Phase 2: Open for Sophomores, juniors and seniors MGSHSS and SAHSOL
Add/Drop: Open for all sophomores, juniors and seniors"
HSS,CLCS,3212,The Chromatic Lens: The Evolution of Colour from Film to Digital,"This course aims to engage students by examining the history and evolution of colour in Cinema as it moves from the medium of film to digital. Cinema was born in black-and-white, and this compelled early filmmakers to develop a mastery of light and dark. In 1914, Technicolor began experimenting with various film stock to produce colour but it wasn’t until 1932 that they mastered the dye-transfer methods in a three-colour film to create the most vibrant colours cinema has ever seen. Since then, cinema has evolved to modern day digital colour grading which has allowed filmmakers to bring out their intended mood, atmosphere, and emotion, along with creating an overall cohesive colour scheme to bring their visions to life. Through practical exercises, readings, film screenings, essays and a final project, students will study the evolution of colour in cinema, understanding it’s usage and significance for storytelling as well as it’s practical application in the modern day digital industry.",4.00,LEC,16W,S1,40,0,Yes,No,2,100,No,Not Allowed,"Tabish Habib,Raja Mohammad","Phase 2: Open for MGSHSS and SAHSOL sophomores, juniors and seniors
Add/Drop: Open for all sophomore, juniors and seniors.
5 seats reserved for force enrollment."
HSS,CLCS,3215,Gender and Urban Screen Narratives,"Films, television shows, and other screen texts, capture constant changes in motion and play a vital role in the perception and interpretation of the evolving world around us. In this course, we closely examine a variety of screen texts to understand and breakdown the representation of gender and the role of the city as seen in popular culture and created through independent processes. We begin with an examination of early screen texts and a discussion on gender and urban development to lay a foundation for the analysis of modern-day conversations between gender and the city. Here we examine the portrayal of women and their interaction both with and within the city. As we continue our analysis, we look at how the portrayal of men has changed and explore the idea of the growing crisis of masculinity in the urban setting. At the same time, we acknowledge non-binary expressions of gender identities, the evolution of technology and digital formats and the physical and emotional anxieties apparent in urban spaces through migration and movement. By taking examples of historical and current gender and urban narratives from across the world, this course encourages students to critically engage with the ever-changing local and global perspectives of gender and the city on screen and imagine what future narratives may hold.",4.00,LEC,16W,S1,20,0,Yes,No,2,100,No,All undergraduate students,"Hamid,Zebunnisa","Phase 2: open for Sophomores, juniors and seniors MGSHSS and SAHSOL 
Add/Drop: open for all Sophomores, juniors and seniors.
no clash with CLCS 2223, CLCS 3212
classrooms: updated computer set up, access to media players, high-speed internet for streaming videos, proper projection system and effective speakers that are clearly audible for students in the back of the room."
HSS,CLCS,4113,Orientalism,"Edward Said’s magisterial Orientalism (1978) altered, perhaps irrevocably, the cultural implications and literal bearings of a term that for almost two centuries prior designated the meticulous scholarly study of territories that lay to the east of Europe. Comprehensive and ambitious, the systematic attempt to understand the Orient was essentially a philological one, but that on account of the scope afforded by the latter category came to encompass a much broader domain. In this course, we will try to trace the transformation of a discipline whose initial emergence is tied to the moment of the European Enlightenment, and that takes on new dimensions with the rise of the imperial endeavor. We can also imagine this transformation as mediated by Europe’s varied commercial and colonial interests in two separate “Orients,” Islamicate and Indic. Over the course of the semester, we will grapple with precisely these issues: how and why does Europe choose to imagine the Islamic East in the late seventeenth and early eighteenth centuries through the modes that it does? What happens to this category of an Islamic East in the European narrative when faced with the question of a classical Indic Orient? With the consolidation of an imperial presence in India, how do the cultural implements of Orientalism actually alter and reconfigure certain “pre-colonial” modes? Our primary texts range from the “literary” or fictional to the scientific, illustrating the breadth of the discipline and the trajectories of its influence from the metropolis to the late colonial formation.",4.00,SEM,16W,M1,15,0,Yes,No,1,200,No,Not Allowed,"Wasif Khan,Maryam","Phase 2: open for All MGSHSS junior and senior
Add/drop: open for All juniors and seniors
Pre-Requisite: Any 3 courses of/from CLCS, ENGL or HIST stream"
CS,CS,100,Computational Problem Solving,"This course provides a conceptual and practical introduction to programming. The focus is on programming rather than the particular choice of programming language, with general principles being brought out through the study of ‘C/C++’. This course will equip students with tools and techniques to implement a given problem programmatically",3.00,LAB,16W,L1,95,0,No,Yes,1,150,No,Not Allowed,"Zaffar,Muhammad Fareed","CS100 (S 1 & 2): Please schedule both lectures on MW back to back and also schedule both labs on Friday back to back.
Please also schedule lectures and labs in Programming Studio Lab-SSE.
15 seats per section are reserved for SSE freshman's force enrollment."
CS,CS,100,Computational Problem Solving,"This course provides a conceptual and practical introduction to programming. The focus is on programming rather than the particular choice of programming language, with general principles being brought out through the study of ‘C/C++’. This course will equip students with tools and techniques to implement a given problem programmatically",3.00,LAB,16W,L2,95,0,No,Yes,1,150,No,Not Allowed,"Zaffar,Muhammad Fareed","CS100 (S 1 & 2): Please schedule both lectures on MW back to back and also schedule both labs on Friday back to back.
Please also schedule lectures and labs in Programming Studio Lab-SSE.
15 seats per section are reserved for SSE freshman's force enrollment."
CS,CS,100,Computational Problem Solving,"This course provides a conceptual and practical introduction to programming. The focus is on programming rather than the particular choice of programming language, with general principles being brought out through the study of ‘C/C++’. This course will equip students with tools and techniques to implement a given problem programmatically",3.00,LAB,16W,L3,60,0,No,Yes,1,150,No,Not Allowed,"Ayub,Muhammad Sohaib","CS100 (S 1 & 2): Please schedule both lectures on MW back to back and also schedule both labs on Friday back to back.
Please also schedule lectures and labs in Programming Studio Lab-SSE.
15 seats per section are reserved for SSE freshman's force enrollment."
CS,CS,100,Computational Problem Solving,"This course provides a conceptual and practical introduction to programming. The focus is on programming rather than the particular choice of programming language, with general principles being brought out through the study of ‘C/C++’. This course will equip students with tools and techniques to implement a given problem programmatically",3.00,LEC,16W,S1,95,0,Yes,No,2,50,Yes,Not Allowed,"Zaffar,Muhammad Fareed","CS100 (S 1 & 2): Please schedule both lectures on MW back to back and also schedule both labs on Friday back to back.
Please also schedule lectures and labs in Programming Studio Lab-SSE.
15 seats per section are reserved for SSE freshman's force enrollment."
